Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Daytime/evening attendance,Mother's qualification,Father's qualification,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,approval_rate_sem1,approval_rate_sem2,grade_momentum,grade_decline,evaluation_intensity_sem1,credit_utilization_sem1,total_course_load,financial_stress,parent_education,disengagement_sem1,perfect_sem1,failed_units_sem1,failed_units_sem2,failed_units_total,grade_per_approved_unit_sem1,Course,Application mode,Application order,Mother's occupation,Father's occupation,Previous qualification,Marital status,Nacionality
0,1,0,1,1,0,0,1,19,37,137.0,126.7,19.0,0.0,7.0,7.0,7.0,13.714285714285714,0.0,0.0,8.0,11.0,8.0,14.863636363636363,0.0,16.2,0.3,-0.92,100.0,100.0,1.0442857142857136,-1.1493506493506498,1.0,0.0,15.0,0,28.0,0,1,0.0,0.0,0.0,1.9591836734693877,11,4,2,22,31,0,0,0
0,1,0,1,1,0,0,1,37,19,152.0,137.0,22.0,0.0,6.0,9.0,6.0,13.875,0.0,0.0,6.0,6.0,6.0,14.333333333333334,0.0,9.4,-0.8,-3.12,100.0,100.0,0.1750000000000007,-0.4583333333333339,1.5,0.0,12.0,0,28.0,0,1,0.0,0.0,0.0,2.3125,10,0,0,24,33,0,0,0
1,0,0,1,0,0,0,0,19,37,120.0,160.0,40.0,0.0,5.0,5.0,5.0,11.0,0.0,0.0,5.0,5.0,5.0,13.4,0.0,15.5,2.8,-4.06,100.0,100.0,-5.0,-2.4000000000000004,1.0,0.0,10.0,1,28.0,0,1,0.0,0.0,0.0,2.2,16,7,0,21,32,0,0,0
1,0,0,1,1,0,0,1,3,19,101.0,98.9,20.0,0.0,6.0,10.0,4.0,13.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,12.4,0.5,1.79,66.66666666666666,100.0,3.1099999999999994,0.0,1.6666666666666667,0.0,12.0,1,11.0,0,0,2.0,0.0,2.0,3.25,10,0,4,18,33,0,0,0
0,0,1,1,0,0,0,1,38,37,140.0,112.0,45.0,4.0,10.0,12.0,5.0,12.166666666666666,4.0,2.0,8.0,8.0,0.0,0.0,2.0,12.7,3.7,-1.7,50.0,0.0,0.9666666666666668,12.166666666666666,1.2,0.4,18.0,2,37.5,1,0,5.0,8.0,13.0,2.433333333333333,10,7,0,24,33,0,2,0
1,0,1,0,1,0,0,1,19,37,117.0,131.0,21.0,0.0,6.0,6.0,1.0,14.0,0.0,0.0,6.0,7.0,0.0,0.0,7.0,9.4,-0.8,-3.12,16.666666666666664,0.0,0.9000000000000004,14.0,1.0,0.0,12.0,3,28.0,0,0,5.0,6.0,11.0,14.0,4,0,4,20,29,0,0,0
0,1,0,1,1,0,0,1,1,19,134.0,136.1,20.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,7.0,6.0,13.142857142857142,0.0,12.4,0.5,1.79,100.0,100.0,-0.6099999999999994,-0.14285714285714235,1.0,0.0,12.0,0,10.0,0,1,0.0,0.0,0.0,2.1666666666666665,14,0,2,24,33,0,0,0
0,0,1,1,0,0,0,1,3,1,130.0,122.2,20.0,4.0,10.0,12.0,10.0,13.0,0.0,5.0,11.0,11.0,11.0,12.272727272727272,0.0,11.1,0.6,2.02,100.0,100.0,0.7799999999999994,0.7272727272727284,1.2,0.4,21.0,2,2.0,0,1,0.0,0.0,0.0,1.3,4,12,0,17,32,0,0,0
0,0,0,1,0,0,0,1,3,3,120.0,128.2,33.0,1.0,5.0,11.0,2.0,11.5,1.0,1.0,5.0,8.0,2.0,12.0,0.0,9.4,-0.8,-3.12,40.0,40.0,-1.3199999999999985,-0.5,2.2,0.2,10.0,1,3.0,1,0,3.0,3.0,6.0,5.75,7,15,0,1,1,5,1,0
1,0,0,1,0,0,0,1,19,38,141.0,130.5,19.0,0.0,6.0,8.0,6.0,14.25,0.0,0.0,6.0,7.0,6.0,13.857142857142858,0.0,11.1,0.6,2.02,100.0,100.0,1.1999999999999993,0.39285714285714235,1.3333333333333333,0.0,12.0,1,28.5,0,1,0.0,0.0,0.0,2.375,13,0,0,24,33,0,0,0
1,0,1,1,1,0,0,1,38,38,126.0,116.9,20.0,0.0,5.0,5.0,4.0,14.5,0.0,0.0,6.0,8.0,3.0,13.333333333333334,0.0,11.1,0.6,2.02,80.0,50.0,2.8099999999999987,1.166666666666666,1.0,0.0,11.0,2,38.0,0,0,1.0,3.0,4.0,3.625,6,4,4,20,33,0,0,0
1,0,0,0,0,0,0,1,37,37,133.1,100.0,44.0,4.0,10.0,10.0,4.0,11.5,0.0,1.0,7.0,8.0,1.0,12.0,0.0,15.5,2.8,-4.06,40.0,14.285714285714285,1.5,-0.5,1.0,0.4,17.0,2,37.0,0,0,6.0,6.0,12.0,2.875,3,7,0,24,33,0,1,0
0,0,0,1,1,0,0,1,19,37,150.0,150.0,19.0,2.0,6.0,8.0,6.0,14.142857142857142,0.0,1.0,6.0,7.0,6.0,13.0,0.0,13.9,-0.3,0.79,100.0,100.0,-0.8571428571428577,1.1428571428571423,1.3333333333333333,0.3333333333333333,12.0,1,28.0,0,1,0.0,0.0,0.0,2.357142857142857,5,10,0,19,31,7,0,0
0,1,0,1,1,0,0,1,1,38,139.0,142.2,19.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,9.4,-0.8,-3.12,100.0,100.0,-1.386666666666665,0.0,1.0,0.0,12.0,0,19.5,0,1,0.0,0.0,0.0,2.138888888888889,4,0,2,19,31,0,0,0
1,0,0,1,1,0,0,1,1,3,122.0,112.6,21.0,0.0,6.0,9.0,6.0,10.166666666666666,0.0,0.0,6.0,10.0,6.0,10.5,0.0,12.7,3.7,-1.7,100.0,100.0,-1.0933333333333337,-0.3333333333333339,1.5,0.0,12.0,1,2.0,0,1,0.0,0.0,0.0,1.6944444444444444,9,5,0,24,26,0,0,0
1,0,0,1,1,0,0,1,19,38,121.0,113.0,19.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,11.1,0.6,2.02,100.0,100.0,2.533333333333333,0.16666666666666785,1.0,0.0,12.0,1,28.5,0,1,0.0,0.0,0.0,2.305555555555556,14,0,2,24,31,0,0,0
0,0,0,1,0,0,0,1,34,34,133.1,125.2,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0,0.0,-12.52,0.0,0.0,0.0,12.0,1,34.0,0,0,6.0,6.0,12.0,0.0,5,9,3,26,35,0,0,0
1,1,0,1,0,0,0,1,19,19,130.0,100.0,25.0,0.0,7.0,7.0,2.0,10.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,15.5,2.8,-4.06,28.57142857142857,0.0,0.0,10.0,1.0,0.0,14.0,0,19.0,0,0,5.0,7.0,12.0,5.0,12,7,1,19,29,0,0,0
0,0,1,0,0,0,0,1,37,37,110.0,130.0,32.0,0.0,7.0,12.0,4.0,13.7,0.0,0.0,7.0,7.0,0.0,0.0,0.0,16.2,0.3,-0.92,57.14285714285714,0.0,0.6999999999999993,13.7,1.7142857142857142,0.0,14.0,3,37.0,0,0,3.0,7.0,10.0,3.425,11,7,0,24,33,0,0,0
1,0,0,0,1,0,0,1,37,37,111.0,95.8,43.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,0.0,-9.58,0.0,0.0,0.0,12.0,2,37.0,0,0,6.0,6.0,12.0,0.0,3,7,0,24,2,0,0,0
1,0,0,1,1,0,0,1,37,38,124.0,114.6,19.0,0.0,6.0,13.0,2.0,12.0,0.0,0.0,6.0,12.0,1.0,13.0,0.0,7.6,2.6,0.32,33.33333333333333,16.666666666666664,0.5400000000000009,-1.0,2.1666666666666665,0.0,12.0,1,37.5,0,0,4.0,5.0,9.0,6.0,10,0,0,24,32,0,0,0
0,0,0,1,0,0,0,1,19,38,141.0,125.5,18.0,0.0,8.0,10.0,8.0,12.86,2.0,0.0,8.0,10.0,8.0,12.86,2.0,9.4,-0.8,-3.12,100.0,100.0,0.3099999999999987,0.0,1.25,0.0,16.0,1,28.5,1,1,0.0,0.0,0.0,1.6075,11,0,0,20,31,0,0,0
0,0,1,1,1,0,0,1,19,19,117.0,117.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0,0.0,-11.7,0.0,0.0,0.0,12.0,2,19.0,0,0,6.0,6.0,12.0,0.0,9,0,2,24,33,0,0,0
0,0,0,1,0,0,0,1,1,37,146.0,129.3,18.0,0.0,8.0,8.0,7.0,14.2,0.0,0.0,8.0,8.0,7.0,14.2,0.0,12.7,3.7,-1.7,87.5,87.5,1.2699999999999978,0.0,1.0,0.0,16.0,1,19.0,0,0,1.0,1.0,2.0,2.0285714285714285,11,0,0,24,33,0,0,0
0,0,0,1,1,0,0,1,19,38,140.0,129.2,26.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,0.0,-12.919999999999998,0.0,1.2,0.0,10.0,1,28.5,0,0,5.0,5.0,10.0,0.0,8,0,0,24,33,0,0,0
0,0,0,1,0,0,0,1,3,19,130.0,121.6,18.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,8.0,5.0,13.6,0.0,8.9,1.4,3.51,100.0,83.33333333333334,1.506666666666666,0.06666666666666643,1.0,0.0,12.0,1,11.0,0,1,0.0,1.0,1.0,2.2777777777777777,13,4,0,20,29,0,0,0
0,0,0,1,1,0,0,1,3,3,138.0,130.0,18.0,0.0,7.0,8.0,7.0,14.85,0.0,0.0,8.0,8.0,8.0,15.2,0.0,13.9,-0.3,0.79,100.0,100.0,1.8499999999999996,-0.34999999999999964,1.1428571428571428,0.0,15.0,1,3.0,0,1,0.0,0.0,0.0,2.1214285714285714,11,4,2,19,29,0,0,0
1,0,0,1,0,0,0,1,1,12,138.7,111.3,27.0,1.0,6.0,7.0,3.0,12.0,0.0,2.0,6.0,7.0,2.0,11.0,0.0,13.9,-0.3,0.79,50.0,33.33333333333333,0.870000000000001,1.0,1.1666666666666667,0.16666666666666666,12.0,1,6.5,0,0,3.0,4.0,7.0,4.0,6,7,0,19,27,0,0,0
0,0,0,1,1,0,0,1,1,19,115.0,109.4,19.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,8.0,5.0,13.4,0.0,11.1,0.6,2.02,100.0,83.33333333333334,1.7266666666666648,-0.7333333333333343,1.3333333333333333,0.0,12.0,1,10.0,0,1,0.0,1.0,1.0,2.111111111111111,10,4,0,18,27,0,0,0
0,0,0,1,1,0,0,1,19,1,136.0,125.2,20.0,0.0,6.0,7.0,6.0,11.666666666666666,0.0,0.0,6.0,10.0,6.0,11.333333333333334,0.0,7.6,2.6,0.32,100.0,100.0,-0.8533333333333335,0.33333333333333215,1.1666666666666667,0.0,12.0,1,10.0,0,1,0.0,0.0,0.0,1.9444444444444444,9,0,0,19,27,0,0,0
0,0,0,1,0,0,0,0,37,19,120.0,120.0,36.0,6.0,10.0,15.0,4.0,13.0,0.0,5.0,9.0,10.0,4.0,13.75,0.0,8.9,1.4,3.51,40.0,44.44444444444444,1.0,-0.75,1.5,0.6,19.0,1,28.0,0,0,6.0,5.0,11.0,3.25,2,15,0,24,27,9,0,0
1,0,0,0,0,0,0,1,1,2,130.0,130.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,2,1.5,0,1,0.0,0.0,0.0,0.0,0,15,0,24,26,5,0,0
0,0,0,1,1,0,0,0,37,37,161.0,100.0,27.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0,0.0,-10.0,0.0,1.0,0.0,10.0,1,37.0,0,0,5.0,5.0,10.0,0.0,16,9,0,24,33,0,0,0
0,0,0,1,0,0,0,1,19,38,150.0,143.0,18.0,0.0,6.0,6.0,5.0,13.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,12.7,3.7,-1.7,83.33333333333334,100.0,-1.3000000000000007,-0.6666666666666661,1.0,0.0,12.0,1,28.5,0,0,1.0,0.0,1.0,2.6,14,0,0,24,29,0,0,0
0,0,0,1,0,0,0,1,1,19,135.0,129.1,19.0,0.0,6.0,6.0,6.0,14.666666666666666,0.0,0.0,6.0,7.0,6.0,14.571428571428571,0.0,15.5,2.8,-4.06,100.0,100.0,1.756666666666666,0.0952380952380949,1.0,0.0,12.0,1,10.0,0,1,0.0,0.0,0.0,2.444444444444444,9,4,0,19,28,0,0,0
0,1,0,1,1,0,0,1,3,1,138.0,123.3,19.0,0.0,6.0,7.0,6.0,14.857142857142858,0.0,0.0,6.0,10.0,6.0,13.11111111111111,0.0,12.4,0.5,1.79,100.0,100.0,2.5271428571428576,1.746031746031747,1.1666666666666667,0.0,12.0,0,2.0,0,1,0.0,0.0,0.0,2.4761904761904763,5,0,3,1,28,0,0,0
0,1,0,1,1,0,0,1,38,37,137.0,131.0,18.0,0.0,8.0,8.0,8.0,13.73125,0.0,0.0,8.0,8.0,8.0,13.73125,0.0,9.4,-0.8,-3.12,100.0,100.0,0.6312499999999996,0.0,1.0,0.0,16.0,0,37.5,0,1,0.0,0.0,0.0,1.71640625,11,4,0,22,29,0,0,0
1,1,1,1,0,0,0,1,37,37,133.1,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,1,37.0,0,1,0.0,0.0,0.0,0.0,0,7,0,24,31,0,0,0
0,0,0,1,0,0,0,1,19,19,133.1,130.5,38.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,0.0,-13.05,0.0,0.0,0.0,12.0,1,19.0,0,0,6.0,6.0,12.0,0.0,10,7,0,19,30,5,0,0
0,1,0,1,0,0,0,0,37,37,160.0,97.0,35.0,0.0,6.0,9.0,6.0,11.333333333333334,0.0,0.0,6.0,6.0,6.0,11.333333333333334,0.0,15.5,2.8,-4.06,100.0,100.0,1.6333333333333346,0.0,1.5,0.0,12.0,0,37.0,0,1,0.0,0.0,0.0,1.888888888888889,2,7,0,18,28,0,2,0
1,0,0,1,0,0,0,1,3,19,110.0,150.0,32.0,0.0,6.0,8.0,6.0,18.875,0.0,6.0,12.0,14.0,12.0,17.692307692307693,0.0,16.2,0.3,-0.92,100.0,100.0,3.875,1.1826923076923066,1.3333333333333333,0.0,18.0,1,11.0,0,1,0.0,0.0,0.0,3.1458333333333335,3,7,0,19,30,5,1,0
0,0,0,0,0,0,0,1,37,37,120.0,122.5,32.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.7,3.7,-1.7,0.0,0.0,-12.25,0.0,1.2,0.0,10.0,2,37.0,0,0,5.0,5.0,10.0,0.0,6,7,0,19,31,5,1,0
0,1,0,1,0,0,0,1,1,40,145.0,129.6,19.0,0.0,6.0,7.0,6.0,11.333333333333334,0.0,0.0,6.0,7.0,6.0,12.428571428571429,0.0,11.1,0.6,2.02,100.0,100.0,-1.6266666666666652,-1.095238095238095,1.1666666666666667,0.0,12.0,0,20.5,0,1,0.0,0.0,0.0,1.888888888888889,9,4,0,24,26,0,0,0
1,1,0,1,1,0,0,1,19,38,127.0,141.0,19.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,12.4,0.5,1.79,100.0,100.0,1.0666666666666664,2.833333333333332,1.0,0.0,12.0,0,28.5,0,1,0.0,0.0,0.0,2.5277777777777777,4,0,2,20,31,0,0,0
0,0,0,1,1,0,0,1,37,37,100.0,100.0,54.0,13.0,15.0,20.0,13.0,12.461538461538462,1.0,10.0,13.0,13.0,10.0,11.1,1.0,15.5,2.8,-4.06,86.66666666666667,76.92307692307693,2.4615384615384617,1.361538461538462,1.3333333333333333,0.8666666666666667,28.0,1,37.0,1,0,2.0,3.0,5.0,0.9585798816568047,8,8,0,24,33,0,1,0
1,0,1,1,1,0,0,1,43,3,118.0,110.0,19.0,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,7.0,6.0,13.571428571428571,0.0,8.9,1.4,3.51,100.0,100.0,1.0,-1.5714285714285712,1.0,0.0,12.0,2,23.0,0,1,0.0,0.0,0.0,2.0,4,0,2,2,7,0,0,0
0,0,0,1,0,0,0,1,1,38,152.0,144.7,20.0,0.0,6.0,8.0,6.0,14.5,0.0,0.0,6.0,7.0,6.0,15.428571428571429,0.0,16.2,0.3,-0.92,100.0,100.0,0.030000000000001137,-0.9285714285714288,1.3333333333333333,0.0,12.0,1,19.5,0,1,0.0,0.0,0.0,2.4166666666666665,9,0,0,19,29,0,0,0
0,1,0,1,1,0,0,1,19,38,122.0,117.1,18.0,0.0,7.0,7.0,7.0,14.572857142857142,0.0,0.0,8.0,9.0,8.0,14.955555555555556,0.0,12.4,0.5,1.79,100.0,100.0,2.862857142857143,-0.38269841269841365,1.0,0.0,15.0,0,28.5,0,1,0.0,0.0,0.0,2.0818367346938773,11,0,3,22,31,0,0,0
0,1,0,1,1,0,0,1,1,38,141.0,125.0,18.0,0.0,8.0,8.0,8.0,12.32,0.0,0.0,8.0,8.0,8.0,12.32,0.0,9.4,-0.8,-3.12,100.0,100.0,-0.17999999999999972,0.0,1.0,0.0,16.0,0,19.5,0,1,0.0,0.0,0.0,1.54,11,0,5,19,29,0,0,0
0,0,0,1,0,1,0,1,1,1,147.0,134.9,18.0,0.0,7.0,7.0,7.0,13.642857142857142,0.0,0.0,8.0,11.0,8.0,14.772727272727272,0.0,16.2,0.3,-0.92,100.0,100.0,0.15285714285714214,-1.1298701298701292,1.0,0.0,15.0,1,1.0,0,1,0.0,0.0,0.0,1.9489795918367345,11,4,0,20,29,0,0,0
1,0,0,1,0,0,0,1,37,37,130.0,130.0,25.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0,0.0,-13.0,0.0,1.0,0.0,12.0,1,37.0,0,0,6.0,6.0,12.0,0.0,3,10,0,24,2,7,0,0
0,0,0,1,1,0,0,1,19,19,122.0,121.0,20.0,0.0,6.0,7.0,6.0,13.571428571428571,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,13.9,-0.3,0.79,100.0,100.0,1.4714285714285715,0.23809523809523725,1.1666666666666667,0.0,12.0,1,19.0,0,1,0.0,0.0,0.0,2.261904761904762,14,0,3,24,31,0,0,0
0,0,1,1,0,0,0,1,37,34,120.0,121.5,22.0,11.0,14.0,14.0,12.0,12.333333333333334,2.0,11.0,14.0,14.0,12.0,12.333333333333334,2.0,7.6,2.6,0.32,85.71428571428571,85.71428571428571,0.18333333333333357,0.0,1.0,0.7857142857142857,28.0,2,35.5,1,0,2.0,2.0,4.0,1.027777777777778,11,9,1,25,0,0,0,0
0,0,0,1,1,0,0,1,2,3,150.0,173.3,25.0,1.0,6.0,7.0,6.0,16.857142857142858,0.0,1.0,6.0,6.0,6.0,16.5,0.0,13.9,-0.3,0.79,100.0,100.0,-0.4728571428571442,0.35714285714285765,1.1666666666666667,0.16666666666666666,12.0,1,2.5,0,1,0.0,0.0,0.0,2.8095238095238098,5,7,0,19,31,5,0,0
0,0,0,1,1,0,0,1,1,38,118.0,120.8,20.0,0.0,6.0,9.0,4.0,13.25,0.0,0.0,6.0,11.0,5.0,11.8,0.0,12.4,0.5,1.79,66.66666666666666,83.33333333333334,1.17,1.4499999999999993,1.5,0.0,12.0,1,19.5,0,0,2.0,1.0,3.0,3.3125,14,4,3,20,31,0,0,0
0,0,0,1,0,0,0,0,37,37,110.0,110.0,39.0,9.0,13.0,19.0,12.0,13.416666666666666,0.0,4.0,10.0,10.0,10.0,14.5,0.0,16.2,0.3,-0.92,92.3076923076923,100.0,2.416666666666666,-1.083333333333334,1.4615384615384615,0.6923076923076923,23.0,1,37.0,0,0,1.0,0.0,1.0,1.1180555555555556,2,15,0,24,33,5,1,0
0,0,1,1,1,0,0,1,12,38,127.0,116.9,18.0,0.0,6.0,7.0,5.0,12.2,0.0,0.0,6.0,10.0,4.0,12.25,0.0,12.4,0.5,1.79,83.33333333333334,66.66666666666666,0.509999999999998,-0.05000000000000071,1.1666666666666667,0.0,12.0,2,25.0,0,0,1.0,2.0,3.0,2.44,10,4,2,20,31,0,0,0
0,0,1,0,1,0,0,1,3,19,110.0,105.5,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,0.0,0.0,-10.55,0.0,0.0,0.0,12.0,3,11.0,0,0,6.0,6.0,12.0,0.0,7,0,0,17,33,0,0,0
1,1,0,1,0,0,0,1,37,19,150.0,150.0,24.0,0.0,6.0,9.0,6.0,13.555555555555555,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,13.9,-0.3,0.79,100.0,100.0,-1.4444444444444446,0.8888888888888893,1.5,0.0,12.0,0,28.0,0,1,0.0,0.0,0.0,2.259259259259259,3,10,0,24,33,7,0,0
1,0,1,0,0,0,0,0,19,37,133.1,151.5,45.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0,0.0,-15.15,0.0,1.1666666666666667,0.0,11.0,3,28.0,0,0,6.0,5.0,11.0,0.0,2,7,0,24,33,3,1,0
1,0,1,1,0,0,0,1,19,19,100.0,100.0,24.0,0.0,8.0,16.0,2.0,10.25,1.0,0.0,8.0,16.0,2.0,10.25,1.0,12.7,3.7,-1.7,25.0,25.0,0.25,0.0,2.0,0.0,16.0,2,19.0,1,0,6.0,6.0,12.0,5.125,11,8,0,24,33,0,0,0
0,1,0,1,1,0,0,1,38,37,118.9,118.9,19.0,0.0,7.0,7.0,6.0,13.55,0.0,0.0,7.0,7.0,6.0,13.55,0.0,7.6,2.6,0.32,85.71428571428571,85.71428571428571,1.6600000000000001,0.0,1.0,0.0,14.0,0,37.5,0,0,1.0,1.0,2.0,2.2583333333333333,11,9,3,20,33,13,0,0
0,1,0,1,1,0,0,1,1,19,116.0,127.6,19.0,0.0,6.0,7.0,6.0,13.857142857142858,0.0,0.0,6.0,7.0,6.0,13.142857142857142,0.0,13.9,-0.3,0.79,100.0,100.0,1.0971428571428579,0.7142857142857153,1.1666666666666667,0.0,12.0,0,10.0,0,1,0.0,0.0,0.0,2.3095238095238098,14,0,1,19,31,0,0,0
1,0,0,1,0,0,0,1,1,1,133.1,136.0,31.0,0.0,5.0,12.0,1.0,12.0,0.0,0.0,5.0,9.0,1.0,11.0,4.0,16.2,0.3,-0.92,20.0,20.0,-1.5999999999999996,1.0,2.4,0.0,10.0,1,1.0,0,0,4.0,4.0,8.0,12.0,6,9,0,24,27,0,0,0
1,0,1,0,1,0,0,1,1,1,128.0,136.1,19.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,8.0,5.0,11.8,0.0,11.1,0.6,2.02,100.0,83.33333333333334,-0.9433333333333334,0.8666666666666654,1.0,0.0,12.0,3,1.0,0,1,0.0,1.0,1.0,2.111111111111111,4,4,3,24,2,0,0,0
0,0,0,1,0,0,0,0,38,38,120.0,146.2,27.0,0.0,5.0,10.0,3.0,12.333333333333334,0.0,0.0,5.0,10.0,3.0,10.666666666666666,0.0,11.1,0.6,2.02,60.0,60.0,-2.2866666666666653,1.6666666666666679,2.0,0.0,10.0,1,38.0,0,0,2.0,2.0,4.0,4.111111111111112,16,7,0,20,31,0,0,0
1,0,0,1,1,0,0,1,1,19,127.0,141.7,22.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,10.8,1.4,1.74,100.0,100.0,-1.503333333333332,-1.1666666666666679,1.0,0.0,12.0,1,10.0,0,1,0.0,0.0,0.0,2.111111111111111,9,0,0,19,27,0,0,0
1,1,0,1,0,0,0,1,38,37,130.0,133.9,19.0,0.0,6.0,8.0,5.0,14.0,0.0,0.0,6.0,8.0,6.0,13.0,0.0,10.8,1.4,1.74,83.33333333333334,100.0,0.6099999999999994,1.0,1.3333333333333333,0.0,12.0,0,37.5,0,0,1.0,0.0,1.0,2.8,14,0,0,24,30,0,0,0
0,1,0,1,1,0,0,1,19,37,140.0,130.2,18.0,0.0,6.0,8.0,6.0,12.75,0.0,0.0,6.0,10.0,6.0,12.166666666666666,0.0,12.7,3.7,-1.7,100.0,100.0,-0.2699999999999996,0.5833333333333339,1.3333333333333333,0.0,12.0,0,28.0,0,1,0.0,0.0,0.0,2.125,9,4,3,24,33,0,0,0
1,0,0,1,1,0,0,1,38,38,108.0,105.2,25.0,11.0,17.0,18.0,13.0,11.538461538461538,0.0,10.0,15.0,15.0,10.0,12.4,0.0,12.7,3.7,-1.7,76.47058823529412,66.66666666666666,1.0184615384615388,-0.861538461538462,1.0588235294117647,0.6470588235294118,32.0,1,38.0,0,0,4.0,5.0,9.0,0.8875739644970414,4,9,0,22,31,0,0,0
1,0,0,1,0,0,0,1,34,34,130.0,114.8,25.0,0.0,5.0,5.0,4.0,13.75,0.0,0.0,5.0,5.0,4.0,14.75,0.0,7.6,2.6,0.32,80.0,80.0,2.2699999999999996,-1.0,1.0,0.0,10.0,1,34.0,0,0,1.0,1.0,2.0,3.4375,13,9,0,0,0,0,0,0
0,1,0,1,1,0,0,1,1,1,131.0,129.5,19.0,0.0,8.0,8.0,8.0,13.9475,0.0,0.0,8.0,8.0,8.0,13.9475,0.0,9.4,-0.8,-3.12,100.0,100.0,0.9975000000000005,0.0,1.0,0.0,16.0,0,1.0,0,1,0.0,0.0,0.0,1.7434375,11,0,1,20,33,0,0,0
0,0,0,1,0,0,0,1,34,34,133.1,100.5,39.0,0.0,3.0,7.0,1.0,14.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,11.1,0.6,2.02,33.33333333333333,0.0,3.9499999999999993,14.0,2.3333333333333335,0.0,5.0,1,34.0,0,0,2.0,2.0,4.0,14.0,12,7,1,26,35,2,1,0
1,0,1,0,0,0,0,1,1,37,130.0,122.0,25.0,3.0,10.0,23.0,6.0,11.428571428571429,0.0,2.0,7.0,15.0,4.0,12.0,1.0,15.5,2.8,-4.06,60.0,57.14285714285714,-0.7714285714285705,-0.5714285714285712,2.3,0.3,17.0,3,19.0,0,0,4.0,3.0,7.0,1.9047619047619049,3,7,0,24,1,0,1,0
0,1,0,1,0,0,0,1,19,38,115.0,108.0,19.0,0.0,7.0,10.0,6.0,13.0,0.0,0.0,7.0,7.0,7.0,13.285714285714286,0.0,12.4,0.5,1.79,85.71428571428571,100.0,2.1999999999999993,-0.2857142857142865,1.4285714285714286,0.0,14.0,0,28.5,0,0,1.0,0.0,1.0,2.1666666666666665,15,0,0,24,33,0,0,0
